450,920 ,2.141
450,970,2.126
450,1020,2.115
450,1070,2.104
450,1120,2.092
500,920 ,2.115
500,970,2.102
500,1020,2.087
500,1070,2.075
500,1120,2.057
600,920 ,2.059
600,970,2.047
600,1020,2.026
600,1070,2.011
600,1120,1.994
