50000,1070,1.923
50000,1120,1.911
50000,1150,1.901
50000,1185,1.875
50000,1230,1.855
60000,1070,1.932
60000,1120,1.9232
60000,1150,1.92
60000,1185,1.91
60000,1230,1.901
70000,1070,1.948
70000,1120,1.936
70000,1150,1.925
70000,1185,1.915
70000,1230,1.902
