4000,823,0.057,0.844,0.079
4000,873,0.0869,1.04,0.114
4000,923,0.146,1.24,0.2
4000,973,0.131,1.65,0.173
4000,1023,0.197,1.86,0.232
5000,823,0.0195,0.526,0.0244
5000,873,0.0985,0.768,0.148
5000,923,0.172,1.21,0.229
5000,973,0.224,1.64,0.234
5000,1023,0.308,1.92,0.305
6000,823,0.0853,0.622,0.12
6000,873,0.0558,0.826,0.0766
6000,923,0.182,1.18,0.236
6000,973,0.181,1.85,0.223
6000,1023,0.277,1.8,0.294
