50000,1070,2.2,4.9,1.4
50000,1120,1.75,4.3,1.35
50000,1150,2.1,4.87,1.6
50000,1185,3.02,5.88,1.85
50000,1230,3.12,6.05,1.78
60000,1070,2,4.5,1.35
60000,1120,2.52,4.6,1.7
60000,1150,2.75,6,2
60000,1185,3.04,5.14,1.85
60000,1230,3.94,8.04,2.05
70000,1070,2.54,3.4,1.02
70000,1120,2.84,5.05,1.5
70000,1150,3.5,4.5,2
70000,1185,3.7,5.55,1.85
70000,1230,3.55,6.18,2.05
