450,920 ,0.27,1.05,0.25
450,970,0.42,1.68,0.42
450,1020,0.7,1.8,0.63
450,1070,0.6,2.5,0.65
450,1120,1.15,3.2,1.2
500,920 ,0.31,1.05,0.27
500,970,0.45,1.72,0.47
500,1020,0.58,2,0.52
500,1070,0.92,2.5,0.7
500,1120,1.21,3.52,0.74
600,920 ,0.38,1.4,0.39
600,970,0.55,1.25,0.37
600,1020,0.75,2.25,0.78
600,1070,0.95,2.85,0.75
600,1120,1.12,3.12,1.05
