4000,823,7.891
4000,873,6.5
4000,923,6.343
4000,973,4.189
4000,1023,3.635
5000,823,8.816
5000,873,6.249
5000,923,6.185
5000,973,5.185
5000,1023,4.161
6000,823,8.902
6000,873,6.53
6000,923,6.641
6000,973,4.9
6000,1023,5.1
