50000,1070,5.17
50000,1120,4.17
50000,1150,3.87
50000,1185,3.23
50000,1230,3.27
60000,1070,4.58
60000,1120,4.3
60000,1150,4.11
60000,1185,3.9
60000,1230,3.24
70000,1070,5.41
70000,1120,4.99
70000,1150,4.95
70000,1185,3.56
70000,1230,3.31
